iter	RMSE
379	13634.07693
380	13531.82135
381	13430.33269
382	13329.6052
383	13229.63316
384	13130.41092
385	13031.93284
386	12934.19334
387	12837.18689
388	12740.908
389	12645.35119
390	12550.51106
391	12456.38222
392	12362.95936
393	12270.23717
394	12178.21039
395	12086.87381
396	11996.22226
397	11906.2506
398	11816.95372
399	11728.32657
400	11640.36412
401	11553.06139
402	11466.41343
403	11380.41534
404	11295.06222
405	11210.34926
406	11126.27164
407	11042.82461
408	10960.00342
409	10877.8034
410	10796.21987
411	10715.24823
412	10634.88387
413	10555.12224
414	10475.95883
415	10397.38914
416	10319.40872
417	10242.01316
418	10165.19806
419	10088.95907
420	10013.29188
421	9938.192196
422	9863.655756
423	9789.67834
424	9716.255754
425	9643.383837
426	9571.05846
427	9499.275523
428	9428.030959
429	9357.320728
430	9287.140824
431	9217.487269
432	9148.356116
433	9079.743447
434	9011.645373
435	8944.058034
436	8876.9776
437	8810.40027
438	8744.322269
439	8678.739854
440	8613.649306
441	8549.046938
442	8484.929087
443	8421.29212
444	8358.132431
445	8295.446439
446	8233.230592
447	8171.481364
448	8110.195255
449	8049.368792
450	7988.998528
451	7929.08104
452	7869.612934
453	7810.590838
454	7752.011408
455	7693.871324
456	7636.16729
457	7578.896037
458	7522.054318
459	7465.638912
460	7409.646621
461	7354.074273
462	7298.918717
463	7244.176828
464	7189.845503
465	7135.921663
466	7082.402251
467	7029.284236
468	6976.564605
469	6924.240372
470	6872.30857
471	6820.766257
472	6769.610511
473	6718.838433
474	6668.447146
475	6618.433794
476	6568.795541
477	6519.529576
478	6470.633105
479	6422.103358
480	6373.937584
481	6326.133053
482	6278.687056
483	6231.596904
484	6184.859929
485	6138.47348
486	6092.43493
487	6046.741669
488	6001.391108
489	5956.380675
490	5911.707821
491	5867.370014
492	5823.36474
493	5779.689505
494	5736.341835
495	5693.319272
496	5650.619378
497	5608.239734
498	5566.177937
499	5524.431603
500	5482.998367
501	5441.87588
502	5401.061812
503	5360.553849
504	5320.349696
505	5280.447075
506	5240.843722
507	5201.537395
508	5162.525866
509	5123.806923
510	5085.378372
511	5047.238035
512	5009.38375
513	4971.813373
514	4934.524773
515	4897.515839
516	4860.784471
517	4824.328588
518	4788.146124
519	4752.235029
520	4716.593267
521	4681.218818
522	4646.109678
523	4611.263856
524	4576.679378
525	4542.354284
526	4508.286627
527	4474.474478
528	4440.91592
529	4407.609052
530	4374.551985
531	4341.742845
532	4309.179775
533	4276.860927
534	4244.784471
535	4212.948588
536	4181.351475
537	4149.991339
538	4118.866405
539	4087.974907
540	4057.315096
541	4026.885234
542	3996.683595
543	3966.708469
544	3936.958156
545	3907.430971
546	3878.125239
547	3849.0393
548	3820.171506
549	3791.520221
550	3763.08382
551	3734.860692
552	3706.849237
553	3679.047868
554	3651.45501
555	3624.069098
556	3596.88858
557	3569.911917
558	3543.137578
559	3516.564047
560	3490.189817
561	3464.013394
562	3438.033294
563	3412.248045
564	3386.656185
565	3361.256264
566	3336.046843
567	3311.026492
568	3286.193794
569	3261.547341
570	3237.085736
571	3212.807594
572	3188.711538
573	3164.796202
574	3141.060231
575	3117.502279
576	3094.121013
577	3070.915106
578	3047.883243
579	3025.024119
580	3002.336439
581	2979.818916
582	2957.470275
583	2935.289248
584	2913.274579
585	2891.42502
586	2869.739333
587	2848.216289
588	2826.854667
589	2805.653257
590	2784.610858
591	2763.726277
592	2742.998331
593	2722.425844
594	2702.00765
595	2681.742594
596	2661.629525
597	2641.667304
598	2621.854799
599	2602.190889
600	2582.674457
601	2563.304399
602	2544.079617
603	2524.99902
604	2506.061528
605	2487.266067
606	2468.611572
607	2450.096985
608	2431.721258
609	2413.483349
610	2395.382225
611	2377.416858
612	2359.586232
613	2341.889336
614	2324.325166
615	2306.892728
616	2289.591033
617	2272.419101
618	2255.375958
619	2238.460638
620	2221.672184
621	2205.009643
622	2188.472071
623	2172.058531
624	2155.768092
625	2139.599832
626	2123.552834
627	2107.626188
628	2091.818992
629	2076.13035
630	2060.559372
631	2045.105177
632	2029.766889
633	2014.543637
634	1999.434561
635	1984.438802
636	1969.555511
637	1954.783845
638	1940.122967
639	1925.572045
640	1911.130255
641	1896.796778
642	1882.570802
643	1868.451522
644	1854.438136
645	1840.52985
646	1826.725876
647	1813.025433
648	1799.427742
649	1785.932034
650	1772.537544
651	1759.243513
652	1746.049187
653	1732.953818
654	1719.956665
655	1707.05699
656	1694.254063
657	1681.547158
658	1668.935555
659	1656.418538
660	1643.9954
661	1631.665434
662	1619.427944
663	1607.282235
664	1595.227618
665	1583.263411
666	1571.388936
667	1559.603519
668	1547.906493
669	1536.297195
670	1524.774966
671	1513.339154
672	1501.98911
673	1490.724192
674	1479.543761
675	1468.447183
676	1457.43383
677	1446.503076
678	1435.654303
679	1424.886896
680	1414.200245
681	1403.593743
682	1393.06679
683	1382.61879
684	1372.249149
685	1361.957281
686	1351.742601
687	1341.604532
688	1331.542498
689	1321.55593
690	1311.64426
691	1301.806929
692	1292.043377
693	1282.353052
694	1272.735404
695	1263.189889
696	1253.715965
697	1244.313095
698	1234.980747
699	1225.718392
700	1216.525504
701	1207.401563
702	1198.346052
703	1189.358456
704	1180.438268
705	1171.584981
706	1162.798094
707	1154.077109
708	1145.421531
709	1136.830869
710	1128.304638
711	1119.842353
712	1111.443536
713	1103.10771
714	1094.834402
715	1086.623144
716	1078.473471
717	1070.38492
718	1062.357033
719	1054.389356
720	1046.481436
721	1038.632825
722	1030.843079
723	1023.111756
724	1015.438418
725	1007.82263
726	1000.263961
727	992.761981
728	985.3162663
729	977.9263945
730	970.5919467
731	963.3125072
732	956.0876636
733	948.9170063
734	941.8001289
735	934.7366281
736	927.7261035
737	920.7681579
738	913.8623969
739	907.0084291
740	900.205866
741	893.4543221
742	886.7534149
743	880.1027644
744	873.5019938
745	866.950729
746	860.4485987
747	853.9952344
748	847.5902703
749	841.2333434
750	834.9240934
751	828.6621629
752	822.4471968
753	816.2788429
754	810.1567518
755	804.0805763
756	798.0499721
757	792.0645974
758	786.1241131
759	780.2281824
760	774.3764711
761	768.5686477
762	762.804383
763	757.0833502
764	751.4052252
765	745.7696862
766	740.1764136
767	734.6250907
768	729.1154026
769	723.6470372
770	718.2196845
771	712.833037
772	707.4867894
773	702.1806386
774	696.9142839
775	691.6874269
776	686.4997713
777	681.3510231
778	676.2408906
779	671.169084
780	666.135316
781	661.1393013
782	656.1807566
783	651.259401
784	646.3749557
785	641.5271436
786	636.7156901
787	631.9403226
788	627.2007702
789	622.4967646
790	617.828039
791	613.1943288
792	608.5953714
793	604.0309062
794	599.5006745
795	595.0044196
796	590.5418865
797	586.1128225
798	581.7169764
799	577.3540992
800	573.0239435
801	568.7262641
802	564.4608172
803	560.2273611
804	556.025656
805	551.8554637
806	547.7165478
807	543.6086738
808	539.5316088
809	535.4851219
810	531.4689836
811	527.4829663
812	523.5268441
813	519.6003929
814	515.70339
815	511.8356147
816	507.9968476
817	504.1868714
818	500.4054699
819	496.652429
820	492.9275358
821	489.2305794
822	485.5613501
823	481.9196401
824	478.3052429
825	474.7179536
826	471.1575691
827	467.6238874
828	464.1167083
829	460.6358331
830	457.1810644
831	453.7522065
832	450.349065
833	446.9714471
834	443.6191613
835	440.2920177
836	436.9898276
837	433.712404
838	430.459561
839	427.2311144
840	424.0268811
841	420.8466796
842	417.6903296
843	414.5576522
844	411.4484698
845	408.3626064
846	405.2998869
847	402.2601378
848	399.2431869
849	396.248863
850	393.2769966
851	390.3274192
852	387.3999636
853	384.494464
854	381.6107556
855	378.7486749
856	375.9080599
857	373.0887496
858	370.290584
859	367.5134047
860	364.7570542
861	362.0213764
862	359.3062161
863	356.6114195
864	353.9368339
865	351.2823077
866	348.6476905
867	346.0328329
868	343.4375867
869	340.8618048
870	338.3053414
871	335.7680514
872	333.249791
873	330.7504177
874	328.2697896
875	325.8077662
876	323.364208
877	320.9389765
878	318.5319342
879	316.1429448
880	313.7718728
881	311.4185838
882	309.0829444
883	306.7648224
884	304.4640863
885	302.1806057
886	299.9142512
887	297.6648943
888	295.4324077
889	293.2166647
890	291.0175397
891	288.8349082
892	286.6686465
893	284.5186317
894	282.384742
895	280.2668565
896	278.1648551
897	276.0786187
898	274.0080291
899	271.952969
900	269.9133217
901	267.8889719
902	265.8798046
903	263.8857061
904	261.9065634
905	259.9422642
906	257.9926973
907	256.0577521
908	254.137319
909	252.2312891
910	250.3395545
911	248.4620079
912	246.5985429
913	244.7490538
914	242.913436
915	241.0915852
916	239.2833984
917	237.4887729
918	235.7076072
919	233.9398002
920	232.1852517
921	230.4438623
922	228.7155334
923	227.000167
924	225.2976657
925	223.6079333
926	221.9308738
927	220.2663923
928	218.6143944
929	216.9747865
930	215.3474756
931	213.7323696
932	212.1293769
933	210.5384066
934	208.9593686
935	207.3921733
936	205.8367321
937	204.2929566
938	202.7607595
939	201.2400538
940	199.7307534
941	198.2327728
942	196.7460271
943	195.2704319
944	193.8059037
945	192.3523594
946	190.9097168
947	189.4778939
948	188.0568098
949	186.6463837
950	185.2465359
951	183.8571869
952	182.478258
953	181.1096711
954	179.7513486
955	178.4032135
956	177.0651894
957	175.7372005
958	174.4191716
959	173.1110278
960	171.8126951
961	170.5240999
962	169.2451692
963	167.9758305
964	166.7160118
965	165.4656417
966	164.2246494
967	162.9929646
968	161.7705174
969	160.5572385
970	159.3530593
971	158.1579113
972	156.971727
973	155.7944391
974	154.6259808
975	153.466286
976	152.3152889
977	151.1729242
978	150.0391273
979	148.9138339
980	147.7969802
981	146.6885028
982	145.5883391
983	144.4964266
984	143.4127034
985	142.3371081
986	141.2695798
987	140.210058
988	139.1584826
989	138.114794
990	137.0789331
991	136.0508411
992	135.0304598
993	134.0177314
994	133.0125984
995	132.015004
996	131.0248915
997	130.0422048
998	129.0668883
999	128.0988867
1000	127.138145
1001	126.184609
1002	125.2382244
1003	124.2989377
1004	123.3666957
1005	122.4414455
1006	121.5231347
1007	120.6117112
1008	119.7071234
1009	118.80932
1010	117.9182501
1011	117.0338633
1012	116.1561093
1013	115.2849385
1014	114.4203015
1015	113.5621492
1016	112.7104331
1017	111.8651049
1018	111.0261166
1019	110.1934208
1020	109.3669701
1021	108.5467179
1022	107.7326175
1023	106.9246229
1024	106.1226882
1025	105.3267681
1026	104.5368174
1027	103.7527912
1028	102.9746453
1029	102.2023355
1030	101.435818
1031	100.6750494
1032	99.91998655
1033	99.17058666
1034	98.42680728
1035	97.68860624
1036	96.95594171
1037	96.22877216
1038	95.50705638
1039	94.79075347
1040	94.07982284
1041	93.37422419
1042	92.67391752
1043	91.97886315
1044	91.2890217
1045	90.60435405
1046	89.92482141
1047	89.25038527
1048	88.5810074
1049	87.91664985
1050	87.25727499
1051	86.60284544
1052	85.95332412
1053	85.3086742
1054	84.66885916
1055	84.03384272
1056	83.40358891
1057	82.77806201
1058	82.15722656
1059	81.54104737
1060	80.92948953
1061	80.32251837
1062	79.7200995
1063	79.12219877
1064	78.52878229
1065	77.93981644
1066	77.35526783
1067	76.77510334
1068	76.19929008
1069	75.62779542
1070	75.06058697
1071	74.49763258
1072	73.93890035
1073	73.3843586
1074	72.83397593
1075	72.28772113
1076	71.74556323
1077	71.20747151
1078	70.67341549
1079	70.14336489
1080	69.61728966
1081	69.09516001
1082	68.57694631
1083	68.06261923
1084	67.5521496
1085	67.04550848
1086	66.54266718
1087	66.04359718
1088	65.54827021
1089	65.0566582
1090	64.56873328
1091	64.08446778
1092	63.60383428
1093	63.12680553
1094	62.6533545
1095	62.18345436
1096	61.71707845
1097	61.25420037
1098	60.79479388
1099	60.33883294
1100	59.8862917
1101	59.43714452
1102	58.99136595
1103	58.54893071
1104	58.10981374
1105	57.67399015
1106	57.24143523
1107	56.81212448
1108	56.38603357
1109	55.96313832
1110	55.54341479
1111	55.12683919
1112	54.71338791
1113	54.30303751
1114	53.89576474
1115	53.4915465
1116	53.09035992
1117	52.69218222
1118	52.29699086
1119	51.90476344
1120	51.51547773
1121	51.12911166
1122	50.74564333
1123	50.36505101
1124	49.98731313
1125	49.61240829
1126	49.24031523
1127	48.87101287
1128	48.50448028
1129	48.14069668
1130	47.77964147
1131	47.42129416
1132	47.06563447
1133	46.71264222
1134	46.36229741
1135	46.0145802
1136	45.66947085
1137	45.32694983
1138	44.98699772
1139	44.64959525
1140	44.31472329
1141	43.98236288
1142	43.65249516
1143	43.32510146
1144	43.0001632
1145	42.67766199
1146	42.35757953
1147	42.0398977
1148	41.72459847
1149	41.411664
1150	41.10107652
1151	40.79281845
1152	40.48687232
1153	40.18322078
1154	39.88184663
1155	39.58273278
1156	39.28586229
1157	38.99121833
1158	38.6987842
1159	38.40854333
1160	38.12047926
1161	37.83457567
1162	37.55081635
1163	37.26918524
1164	36.98966635
1165	36.71224386
1166	36.43690204
1167	36.16362528
1168	35.89239809
1169	35.62320511
1170	35.35603108
1171	35.09086086
1172	34.82767941
1173	34.56647181
1174	34.30722328
1175	34.0499191
1176	33.79454472
1177	33.54108564
1178	33.28952751
1179	33.03985606
1180	32.79205714
1181	32.54611672
1182	32.30202085
1183	32.05975569
1184	31.81930753
1185	31.58066273
1186	31.34380776
1187	31.10872921
1188	30.87541375
1189	30.64384815
1190	30.41401929
1191	30.18591415
1192	29.9595198
1193	29.73482341
1194	29.51181224
1195	29.29047365
1196	29.0707951
1197	28.85276415
1198	28.63636843
1199	28.42159567
1200	28.20843371
1201	27.99687046
1202	27.78689394
1203	27.57849224
1204	27.37165355
1205	27.16636615
1206	26.96261841
1207	26.76039879
1208	26.5596958
1209	26.36049809
1210	26.16279436
1211	25.96657341
1212	25.77182412
1213	25.57853544
1214	25.38669643
1215	25.1962962
1216	25.00732398
1217	24.81976905
1218	24.63362079
1219	24.44886864
1220	24.26550213
1221	24.08351087
1222	23.90288454
1223	23.72361292
1224	23.54568583
1225	23.36909319
1226	23.19382499
1227	23.01987131
1228	22.84722228
1229	22.67586812
1230	22.50579911
1231	22.33700562
1232	22.16947809
1233	22.003207
1234	21.83818296
1235	21.67439659
1236	21.51183861
1237	21.35049982
1238	21.19037108
1239	21.0314433
1240	20.87370748
1241	20.71715467
1242	20.56177601
1243	20.40756269
1244	20.25450598
1245	20.10259718
1246	19.95182771
1247	19.80218901
1248	19.65367259
1249	19.50627005
1250	19.35997302
1251	19.21477323
1252	19.07066243
1253	18.92763247
1254	18.78567522
1255	18.64478266
1256	18.50494679
1257	18.3661597
1258	18.2284135
1259	18.0917004
1260	17.95601266
1261	17.82134256
1262	17.68768249
1263	17.55502489
1264	17.42336221
1265	17.29268699
1266	17.16299184
1267	17.0342694
1268	16.90651238
1269	16.77971355
1270	16.65386569
1271	16.5289617
1272	16.40499448
1273	16.28195703
1274	16.15984236
1275	16.03864354
1276	15.91835371
1277	15.79896606
1278	15.68047382
1279	15.56287027
1280	15.44614874
1281	15.33030263
1282	15.21532537
1283	15.10121043
1284	14.98795136
1285	14.87554172
1286	14.76397516
1287	14.65324534
1288	14.543346
1289	14.43427091
1290	14.32601387
1291	14.21856877
1292	14.1119295
1293	14.00609003
1294	13.90104436
1295	13.79678652
1296	13.69331063
1297	13.5906108
1298	13.48868122
1299	13.38751612
1300	13.28710975
1301	13.18745643
1302	13.0885505
1303	12.99038637
1304	12.89295847
1305	12.79626129
1306	12.70028933
1307	12.60503715
1308	12.51049937
1309	12.41667062
1310	12.3235456
1311	12.23111901
1312	12.13938562
1313	12.04834023
1314	11.95797768
1315	11.86829284
1316	11.77928064
1317	11.69093604
1318	11.60325403
1319	11.51622962
1320	11.4298579
1321	11.34413397
1322	11.25905296
1323	11.17461007
1324	11.09080049
1325	11.00761949
1326	10.92506234
1327	10.84312438
1328	10.76180095
1329	10.68108745
1330	10.6009793
1331	10.52147195
1332	10.44256092
1333	10.36424171
1334	10.2865099
1335	10.20936108
1336	10.13279088
1337	10.05679495
1338	9.981368986
1339	9.906508725
1340	9.832209912
1341	9.758468349
1342	9.685279838
1343	9.612640235
1344	9.540545436
1345	9.468991351
1346	9.39797392
1347	9.327489124
1348	9.257532952
1349	9.188101462
1350	9.119190696
1351	9.050796771
1352	8.982915796
1353	8.915543924
1354	8.84867734
1355	8.782312258
1356	8.716444913
1357	8.651071577
1358	8.586188539
1359	8.521792121
1360	8.457878676
1361	8.394444596
1362	8.331486257
1363	8.269000112
1364	8.206982613
1365	8.145430243
1366	8.084339513
1367	8.023706961
1368	7.963529157
1369	7.903802684
1370	7.84452417
1371	7.785690243
1372	7.72729756
1373	7.669342827
1374	7.611822759
1375	7.554734087
1376	7.498073585
1377	7.441838029
1378	7.386024241
1379	7.33062906
1380	7.275649341
1381	7.221081971
1382	7.166923858
1383	7.113171937
1384	7.059823153
1385	7.006874478
1386	6.954322923
1387	6.902165505
1388	6.850399268
1389	6.799021276
1390	6.748028613
1391	6.697418401
1392	6.647187759
1393	6.597333848
1394	6.547853841
1395	6.498744932
1396	6.450004347
1397	6.401629313
1398	6.353617096
1399	6.305964962
1400	6.258670228
1401	6.211730195
1402	6.165142216
1403	6.11890365
1404	6.073011874
1405	6.02746428
1406	5.982258299
1407	5.937391367
1408	5.892860933
1409	5.848664476
1410	5.804799496
1411	5.761263507
1412	5.71805403
1413	5.675168618
1414	5.632604855
1415	5.590360324
1416	5.54843262
1417	5.506819377
1418	5.465518233
1419	5.424526845
1420	5.383842898
1421	5.343464077
1422	5.303388095
1423	5.26361268
1424	5.224135594
1425	5.18495458
1426	5.146067417
1427	5.107471916
1428	5.069165869
1429	5.031147125
1430	4.993413521
1431	4.955962921
1432	4.918793199
1433	4.881902252
1434	4.845287992
1435	4.808948336
1436	4.772881221
1437	4.737084614
1438	4.701556478
1439	4.666294809
1440	4.631297602
1441	4.596562872
1442	4.562088653
1443	4.527872994
1444	4.493913953
1445	4.460209604
1446	4.426758029
1447	4.393557343
1448	4.360605665
1449	4.327901116
1450	4.29544186
1451	4.263226043
1452	4.231251847
1453	4.199517464
1454	4.168021086
1455	4.136760937
1456	4.10573523
1457	4.074942215
1458	4.044380139
1459	4.014047287
1460	3.983941934
1461	3.954062367
1462	3.924406902
1463	3.894973847
1464	3.865761548
1465	3.836768341
1466	3.807992583
1467	3.779432637
1468	3.751086897
1469	3.722953747
1470	3.695031592
1471	3.667318846
1472	3.63981395
1473	3.612515343
1474	3.585421478
1475	3.558530816
1476	3.531841833
1477	3.50535302
1478	3.479062872
1479	3.452969901
1480	3.427072631
1481	3.401369587
1482	3.375859314
1483	3.350540369
1484	3.325411316
1485	3.300470735
1486	3.275717206
1487	3.251149322
1488	3.226765698
1489	3.202564955
1490	3.178545716
1491	3.154706624
1492	3.131046324
1493	3.107563481
1494	3.08425675
1495	3.061124822
1496	3.038166392
1497	3.015380146
1498	2.992764796
1499	2.970319059
1500	2.94804167
1501	2.925931361
1502	2.903986877
1503	2.882206979
1504	2.860590424
1505	2.839135998
1506	2.817842473
1507	2.796708653
1508	2.775733343
1509	2.754915346
1510	2.734253483
1511	2.713746589
1512	2.693393488
1513	2.673193036
1514	2.653144091
1515	2.633245507
1516	2.613496171
1517	2.593894952
1518	2.574440741
1519	2.555132437
1520	2.535968946
1521	2.516949177
1522	2.498072062
1523	2.479336518
1524	2.460741489
1525	2.442285936
1526	2.423968793
1527	2.405789027
1528	2.387745618
1529	2.369837522
1530	2.352063737
1531	2.334423255
1532	2.316915076
1533	2.299538213
1534	2.282291671
1535	2.265174481
1536	2.248185675
1537	2.231324285
1538	2.214589351
1539	2.197979937
1540	2.181495084
1541	2.165133868
1542	2.148895364
1543	2.132778648
1544	2.11678281
1545	2.100906945
1546	2.085150146
1547	2.069511527
1548	2.053990195
1549	2.03858527
1550	2.023295887
1551	2.008121164
1552	1.993060256
1553	1.978112307
1554	1.963276466
1555	1.948551891
1556	1.933937755
1557	1.919433226
1558	1.905037477
1559	1.890749705
1560	1.876569079
1561	1.862494818
1562	1.848526113
1563	1.834662166
1564	1.820902196
1565	1.807245429
1566	1.79369109
1567	1.780238403
1568	1.766886613
1569	1.753634959
1570	1.740482692
1571	1.727429077
1572	1.714473361
1573	1.701614811
1574	1.688852696
1575	1.676186294
1576	1.663614892
1577	1.651137773
1578	1.63875424
1579	1.626463588
1580	1.614265112
1581	1.602158115
1582	1.590141929
1583	1.578215869
1584	1.566379257
1585	1.554631408
1586	1.542971669
1587	1.531399372
1588	1.519913883
1589	1.50851453
1590	1.497200668
1591	1.485971665
1592	1.474826872
1593	1.463765677
1594	1.452787437
1595	1.441891529
1596	1.431077338
1597	1.420344262
1598	1.409691678
1599	1.399118984
1600	1.388625587
1601	1.378210899
1602	1.367874319
1603	1.357615258
1604	1.347433147
1605	1.337327403
1606	1.327297443
1607	1.317342716
1608	1.30746265
1609	1.297656686
1610	1.287924262
1611	1.278264833
1612	1.26867785
1613	1.259162774
1614	1.249719049
1615	1.240346153
1616	1.231043553
1617	1.221810723
1618	1.212647137
1619	1.203552285
1620	1.194525637
1621	1.185566692
1622	1.176674939
1623	1.167849875
1624	1.159090997
1625	1.150397823
1626	1.141769846
1627	1.133206572
1628	1.12470752
1629	1.116272216
1630	1.107900181
1631	1.099590925
1632	1.091343997
1633	1.083158914
1634	1.07503522
1635	1.066972459
1636	1.058970167
1637	1.05102789
1638	1.04314518
1639	1.035321591
1640	1.027556681
1641	1.019850005
1642	1.012201136
1643	1.004609627
1644	0.9970750535
1645	0.9895969994
1646	0.9821750184
1647	0.9748087069
1648	0.9674976433
1649	0.9602414125
1650	0.9530395953
1651	0.9458918015
1652	0.9387976154
1653	0.931756638
1654	0.9247684652
1655	0.9178327011
1656	0.9109489632
1657	0.9041168416
1658	0.8973359599
1659	0.8906059415
1660	0.8839263952
1661	0.8772969459
1662	0.8707172186
1663	0.8641868334
1664	0.8577054318
1665	0.8512726403
1666	0.8448880974
1667	0.838551439
